item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0016_item_03,understand,Type 1,rubric_with_clear_criteria,"The meaning of the point (1, r) where r is the unit rate on the graph of a proportional relationship in terms of the situation",blk_0016,"L25-31: Explain what a point ( x , y ) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r ) where r is the unit rate.",stable,null,This is propositional knowledge about a specific point's meaning and its relationship to the unit rate. It is a fixed concept that builds on understanding proportional relationships and unit rate. Decision tree branch 1: prerequisite knowledge about proportional relationships and unit rate must be in place.
blk_0018_item_01,understand,Type 1,rubric_with_clear_criteria,Proportional relationships and their use in solving multistep ratio and percent problems,blk_0018,"L33: Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",stable,null,This is propositional/conceptual knowledge about how proportional relationships function in ratio and percent contexts. It builds on foundational understanding of ratios and proportions and is prerequisite to applying them in specific problem types. Decision tree branch 1: hard prerequisite sequence exists.
---,,,,,,,,,
blk_0002_item_02,do_skill,Type 1,rubric_with_clear_criteria,Analyze proportional relationships to identify their characteristics and structure.,blk_0002,L5: Analyze proportional relationships and use them to solve real-world and mathematical problems.,classification_unstable,mild,"Analyzing proportional relationships is a procedural skill with a fixed method (identify constant of proportionality, verify linearity, etc.). It is deployed on specific occasions when a proportional relationship is presented, and success is measured against clear criteria."
blk_0002_item_03,do_skill,Type 2,reasoning_quality_rubric,Use proportional relationships to solve real-world and mathematical problems.,blk_0002,L5: Analyze proportional relationships and use them to solve real-world and mathematical problems.,classification_unstable,mild,"Solving real-world problems using proportional relationships requires reasoning about which relationships apply to a given situation, how to set up and interpret the model, and whether the solution makes sense in context. Multiple valid approaches and interpretations are possible; assessment depends on reasoning quality and transfer, not a single correct procedure."
blk_0004_item_02,do_skill,Type 1,rubric_with_clear_criteria,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units",blk_0004,"L7: Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units.",stable,null,"Procedural skill with a fixed sequence of prerequisite operations: learner must understand ratios, fractions, and unit rates before executing the computation. The skill is occasion-triggered (when given a ratio of fractions, compute its unit rate) but the underlying knowledge is hierarchical. Assessed via rubric with clear procedural criteria."
blk_0005_item_02,do_skill,Type 1,rubric_with_clear_criteria,Compute a unit rate by expressing a quantity and time interval as a complex fraction and simplifying to a rate per single unit of time.,blk_0005,"L8-13: For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2 / 1/4 miles per hour, equivalently 2 miles per hour .",stable,null,"This is a procedural skill with a fixed sequence: identify the quantity and time interval, form the complex fraction in the order quantity/time, then simplify using division of fractions. The steps must be performed in order; errors in fraction division propagate to an incorrect rate. This is Type 1 procedural knowledge."
blk_0007_item_02,do_skill,Type 1,rubric_with_clear_criteria,Recognize proportional relationships between quantities in given contexts or data.,blk_0007,L15: Recognize and represent proportional relationships between quantities.,classification_unstable,mild,Decision tree branch 1: This is a procedural skill with clear criteria for correctness. Recognition of proportional relationships follows a fixed logical sequence: the learner must identify whether a relationship satisfies the defining properties of proportionality. The skill is occasion-triggered (deployed when examining data or a scenario) but the underlying logic is hierarchical and rule-based.
blk_0007_item_03,do_skill,Type 1,rubric_with_clear_criteria,"Represent proportional relationships between quantities using tables, graphs, equations, or other mathematical forms.",blk_0007,L15: Recognize and represent proportional relationships between quantities.,classification_unstable,mild,Decision tree branch 1: This is a procedural skill with clear criteria for correctness. Representation of proportional relationships follows fixed conventions and rules for translating between forms. The skill is occasion-triggered (deployed when asked to represent a relationship) but the underlying logic is hierarchical—each representation form has specific rules and prerequisites.
blk_0009_item_02,do_skill,Type 1,rubric_with_clear_criteria,Test for equivalent ratios in a table to decide whether two quantities are in a proportional relationship.,blk_0009,"L17: Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",classification_unstable,null,"Procedural skill with a specific, occasion-triggered method. Learner performs this when presented with a table and asked to determine proportionality. Type 1 procedural skill. Decision tree branch 1: prerequisite sequence (must understand proportional relationship first)."
blk_0009_item_03,do_skill,Type 1,rubric_with_clear_criteria,Graph two quantities on a coordinate plane and observe whether the graph is a straight line through the origin to decide whether they are in a proportional relationship.,blk_0009,"L17: Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",classification_unstable,null,"Procedural skill with a specific, occasion-triggered method. Learner performs this when presented with data and asked to determine proportionality graphically. Type 1 procedural skill. Decision tree branch 1: prerequisite sequence (must understand proportional relationship first)."
blk_0011_item_02,do_skill,Type 1,rubric_with_clear_criteria,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",blk_0011,"L19: Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",stable,null,"Procedural skill: learner must perform a specific, repeatable operation (identifying the constant) across multiple representational formats. This is a Type 1 procedural skill with a fixed method and clear correct answer, assessable against a rubric with explicit criteria."
blk_0013_item_01,do_skill,Type 1,rubric_with_clear_criteria,Represent proportional relationships by equations.,blk_0013,L21: Represent proportional relationships by equations.,stable,mild,"This is a procedural skill with a fixed sequence of steps: identify the constant of proportionality, select an equation form (y = kx or equivalent), and write it correctly. Errors in identifying the constant or applying the form propagate to incorrect representation. The skill is occasion-triggered (deployed when given a proportional relationship to represent) and assessable against clear criteria for correctness of the equation and its derivation."
blk_0018_item_02,do_skill,Type 1,rubric_with_clear_criteria,"Solve multistep ratio and percent problems including simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, and percent error",blk_0018,"L33: Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",stable,null,This is a procedural skill with a defined sequence of steps and clear success criteria. The learner applies proportional reasoning to specific problem types with correct computational outcomes. Decision tree branch 1: procedural knowledge with prerequisite understanding of proportional relationships.
---,,,,,,,,,
blk_0001,HALTED,,,Standards in this domain: CCSS.Math.Content.7.RP.A.1 CCSS.Math.Content.7.RP.A.2 CCSS.Math.Content.7.RP.A.3,blk_0001,L1-4: Standards in this domain: CCSS.Math.Content.7.RP.A.1 CCSS.Math.Content.7.RP.A.2 CCSS.Math.Content.7.RP.A.3,,,severe_underspecification: meta_or_nonteachable
blk_0003,HALTED,,,CCSS.Math.Content.7.RP.A.1,blk_0003,L6: CCSS.Math.Content.7.RP.A.1,,,severe_underspecification: meta_or_nonteachable
blk_0006,HALTED,,,CCSS.Math.Content.7.RP.A.2,blk_0006,L14: CCSS.Math.Content.7.RP.A.2,,,severe_underspecification: meta_or_nonteachable
blk_0008,HALTED,,,CCSS.Math.Content.7.RP.A.2.a,blk_0008,L16: CCSS.Math.Content.7.RP.A.2.a,,,severe_underspecification: meta_or_nonteachable
blk_0010,HALTED,,,CCSS.Math.Content.7.RP.A.2.b,blk_0010,L18: CCSS.Math.Content.7.RP.A.2.b,,,severe_underspecification: meta_or_nonteachable
blk_0012,HALTED,,,CCSS.Math.Content.7.RP.A.2.c,blk_0012,L20: CCSS.Math.Content.7.RP.A.2.c,,,severe_underspecification: meta_or_nonteachable
blk_0015,HALTED,,,CCSS.Math.Content.7.RP.A.2.d,blk_0015,L24: CCSS.Math.Content.7.RP.A.2.d,,,severe_underspecification: meta_or_nonteachable
blk_0017,HALTED,,,CCSS.Math.Content.7.RP.A.3,blk_0017,L32: CCSS.Math.Content.7.RP.A.3,,,severe_underspecification: meta_or_nonteachable
