item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0054_item_04,know,Type 1,rubric_with_clear_criteria,That sharing indecent images of people over 18 without consent is a crime,blk_0054,"L94-101: even if the photo is of themselves or of someone who has consented, and even if the image was created by the child and/or using AI generated imagery. Pupils should understand the potentially serious consequences of acquiring or generating indecent or sexual images of someone under 18, including the potential for criminal charges and severe penalties including imprisonment. Pupils should know how to seek support and should understand that they will not be in trouble for asking for help, either at school or with the police, if an image of themselves has been shared. Pupils should also understand that sharing indecent images of people over 18 without consent is a crime.",stable,null,Propositional knowledge about legal facts
blk_0058_item_01,know,Type 1,rubric_with_clear_criteria,the prevalence of deepfakes including videos and photos,blk_0058,"L106-107: used maliciously as well as for entertainment, the harms that can be caused by deepfakes and how to identify them.",stable,null,propositional knowledge about factual information regarding deepfake prevalence
blk_0060_item_01,know,Type 1,rubric_with_clear_criteria,"The internet contains inappropriate and upsetting content, some of which is illegal, including unacceptable content that encourages misogyny, violence or use of weapons",blk_0060,"L109: including unacceptable content that encourages misogyny, violence or use of weapons.",stable,null,Propositional knowledge about the nature of internet content - factual claim about how the world works
blk_0061_item_01,know,Type 1,rubric_with_clear_criteria,Where to go for advice and support about something they have seen online,blk_0061,L110-113: Pupils should be taught where to go for advice and support about something they have seen online. Pupils should understand that online content can present a distorted picture of the world and normalise or glamorise behaviours which are unhealthy and wrong.,stable,null,Factual knowledge about specific resources and procedures - hard prerequisite sequence applies
blk_0071_item_01,know,Type 1,rubric_with_clear_criteria,"That websites may share personal data about their users, and information collected on their internet use, for commercial purposes (e.g. to enable targeted advertising).",blk_0071,"L129: their internet use, for commercial purposes (e.g. to enable targeted advertising).",stable,null,Propositional knowledge about how websites operate commercially - factual content about data sharing practices that learners must understand
blk_0073_item_01,know,Type 1,rubric_with_clear_criteria,"That criminals can operate online scams, for example using fake websites or emails to extort money or valuable personal information. This information can be used to the detriment of the person or wider society.",blk_0073,"L131-134: extort money or valuable personal information. This information can be used to the detriment of the person or wider society. About risks of sextortion, how to identify online scams relating to sex, and how to seek support if they have been scammed or involved in sextortion.",stable,null,Propositional knowledge about how online scams operate and their potential harms - factual content to be understood
blk_0073_item_02,know,Type 1,rubric_with_clear_criteria,About risks of sextortion,blk_0073,"L131-134: extort money or valuable personal information. This information can be used to the detriment of the person or wider society. About risks of sextortion, how to identify online scams relating to sex, and how to seek support if they have been scammed or involved in sextortion.",stable,null,Factual knowledge about specific risks - propositional content to be understood
blk_0075_item_01,know,Type 1,rubric_with_clear_criteria,"AI chatbots are an example of how AI is rapidly developing, and that these can pose risks by creating fake intimacy or offering harmful advice",blk_0075,L136-138: pose risks by creating fake intimacy or offering harmful advice. It is important to be able to critically think about new types of technology as they appear online and how they might pose a risk.,stable,null,propositional knowledge about AI chatbot risks - factual content that must be understood
blk_0085_item_01,know,Type 1,rubric_with_clear_criteria,Ways of seeking help when needed and how to report harmful behaviour,blk_0085,"L155-161: friends, family, the wider community or strangers. Pupils should learn ways of seeking help when needed and how to report harmful behaviour. Pupils should understand that there are strategies they can use to increase their safety, and that this does not mean they will be blamed if they are victims of harmful behaviour. Pupils might reflect on the importance of trusting their instincts when something doesn’t feel right, and should understand that in some situations a person might appear trustworthy but have harmful intentions.",stable,null,Propositional knowledge - specific procedures and methods that can be learned and recalled
blk_0087_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual harassment and sexual violence are unacceptable, and it is never the fault of the person experiencing it",blk_0087,"L163: unacceptable, emphasising that it is never the fault of the person experiencing it.",classification_unstable,null,Propositional knowledge - factual claims about the nature of sexual harassment/violence and responsibility attribution that learners must understand
blk_0089_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual harassment includes unsolicited sexual language/attention/touching, taking and/or sharing intimate or sexual images without consent, public sexual harassment, pressuring other people to do sexual things, and upskirting",blk_0089,"L165-166: taking and/or sharing intimate or sexual images without consent, public sexual harassment, pressuring other people to do sexual things, and upskirting.",stable,null,Definitional/propositional content - factual knowledge about what constitutes sexual harassment
blk_0092_item_01,know,Type 1,rubric_with_clear_criteria,sexual harassment and sexual violence among young people but also includes other forms of concerning behaviour like using age-inappropriate sexual language,blk_0092,L169-170: sexual harassment and sexual violence among young people but also includes other forms of concerning behaviour like using age-inappropriate sexual language.,stable,null,propositional knowledge about what constitutes harmful sexual behaviour - factual content that must be understood
blk_0094_item_01,know,Type 1,rubric_with_clear_criteria,"The concepts and laws relating to domestic abuse, including controlling or coercive behaviour, emotional, sexual, economic or physical abuse, and violent or threatening behaviour",blk_0094,"L172-173: behaviour, emotional, sexual, economic or physical abuse, and violent or threatening behaviour.10",stable,null,Propositional knowledge about legal concepts and definitions - factual content that must be understood
blk_0098_item_01,know,Type 1,rubric_with_clear_criteria,"The concepts and laws relating to harms which are exploitative, including sexual exploitation, criminal exploitation and abuse, grooming, and financial exploitation.",blk_0098,"L177: exploitation, criminal exploitation and abuse, grooming, and financial exploitation.",stable,null,Propositional knowledge about legal concepts and definitions that must be understood - hard prerequisite sequence applies as legal understanding builds on foundational concepts
blk_0102_item_01,know,Type 1,rubric_with_clear_criteria,"The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3)",blk_0102,"L182-185: 10 The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3). The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children.",stable,null,Propositional knowledge about legal definitions and statutory recognition - factual content about what the Act establishes
blk_0102_item_02,know,Type 1,rubric_with_clear_criteria,"The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children",blk_0102,"L182-185: 10 The Domestic Abuse Act 2021 recognised children who see, hear, or experience the effects of abuse, and are related to either the victim of the abusive behaviour, or the perpetrator, as victims of domestic abuse in their own right (part 1 section 3). The Domestic Abuse Act 2021 statutory guidance is designed to support statutory and non-statutory bodies working with victims of domestic abuse, including children.",stable,null,Propositional knowledge about the purpose and scope of statutory guidance - factual content about what the guidance is designed to do
blk_0104_item_01,know,Type 1,rubric_with_clear_criteria,"It is illegal to assist in the performance of FGM, virginity testing or hymenoplasty, in the UK or abroad, or to fail to protect a person under 16 for whom they are responsible",blk_0104,"L188-189: assist in the performance of FGM, virginity testing or hymenoplasty, in the UK or abroad, or to fail to protect a person under 16 for whom they are responsible.",stable,null,Propositional knowledge about legal requirements - factual content about what constitutes illegal behaviour under UK law
blk_0106_item_01,know,Type 1,rubric_with_clear_criteria,"Strangulation (applying pressure to the neck) is an offence, regardless of whether it causes injury",blk_0106,"L191: (applying pressure to the neck) is an offence, regardless of whether it causes injury.",stable,null,Propositional knowledge - factual claim about legal status that learner must hold
blk_0107_item_01,know,Type 1,rubric_with_clear_criteria,That any activity that involves applying force or pressure to someone's neck or covering someone's mouth and nose is dangerous and can lead to serious injury or death.,blk_0107,L192-193: That any activity that involves applying force or pressure to someone’s neck or covering someone’s mouth and nose is dangerous and can lead to serious injury or death.,stable,null,Propositional knowledge about causal relationships - factual claim about physical dangers that learners must understand
blk_0109_item_01,know,Type 1,rubric_with_clear_criteria,"That pornography presents some activities as normal which many people do not and will never engage in, some of which can be emotionally and/or physically harmful.",blk_0109,"L195: will never engage in, some of which can be emotionally and/or physically harmful.",stable,null,Propositional knowledge about pornography's representation of sexual activities - factual content about media representation that learners must understand
blk_0111_item_01,know,Type 1,rubric_with_clear_criteria,"How to seek support for their own worrying or abusive behaviour or for worrying or abusive behaviour they have experienced from others, including information on where to report abuse, and where to seek medical attention when required, for example after an assault.",blk_0111,"L197-199: abusive behaviour they have experienced from others, including information on where to report abuse, and where to seek medical attention when required, for example after an assault.",stable,null,Propositional knowledge about procedures and resources - factual information that can be learned and recalled
blk_0115_item_01,know,Type 1,rubric_with_clear_criteria,"Sex, for people who feel ready and are over the age of consent, can and should be enjoyable and positive",blk_0115,L205: enjoyable and positive.,classification_unstable,null,Propositional knowledge - a factual/value claim about the nature of consensual sexual experience that learners should understand
blk_0117_item_01,know,Type 1,rubric_with_clear_criteria,"that many young people wait until they are older, and that people of all ages can enjoy intimate and romantic relationships without sex",blk_0117,"L207-208: that many young people wait until they are older, and that people of all ages can enjoy intimate and romantic relationships without sex.",stable,null,propositional knowledge about relationship patterns and possibilities - factual content to be understood
blk_0119_item_01,know,Type 1,rubric_with_clear_criteria,"Sexual consent can be given, withheld or removed at any time, even if initially given",blk_0119,"L210-212: if initially given, as well as the considerations that people might take into account prior to sexual activity, e.g. the law, faith and family values. That kindness and care for others require more than just consent.",classification_unstable,null,Propositional knowledge about how consent works - factual content about legal and ethical principles
blk_0119_item_02,know,Type 1,rubric_with_clear_criteria,"Considerations that people might take into account prior to sexual activity include the law, faith and family values",blk_0119,"L210-212: if initially given, as well as the considerations that people might take into account prior to sexual activity, e.g. the law, faith and family values. That kindness and care for others require more than just consent.",classification_unstable,null,Factual knowledge about factors that influence sexual decision-making
blk_0124_item_01,know,Type 1,rubric_with_clear_criteria,"The facts about the full range of contraceptive choices, efficacy and options available, including male and female condoms",blk_0124,"L218-220: including male and female condoms, and signposting towards medically accurate online information about sexual and reproductive health to support contraceptive decision- making.",stable,null,"Propositional knowledge about contraceptive facts, efficacy, and options - factual content that must be understood"
blk_0126_item_01,know,Type 1,rubric_with_clear_criteria,"medically and legally accurate and impartial information on all pregnancy options, including keeping the baby, adoption, abortion and where to get further help",blk_0126,"L222-223: legally accurate and impartial information on all options, including keeping the baby, adoption, abortion and where to get further help.",stable,null,propositional knowledge about pregnancy options - factual content that must be understood
blk_0128_item_01,know,Type 1,rubric_with_clear_criteria,How risk can be reduced through safer sex including through condom use and the use and availability of HIV prevention drugs Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis,blk_0128,L225-226: How risk can be reduced through safer sex (including through condom use). The use and availability of the HIV prevention drugs Pre-Exposure Prophylaxis (PrEP) and Post,stable,mild,Propositional knowledge about specific risk reduction methods and prevention drugs - factual content that must be understood
blk_0129_item_01,know,Type 1,rubric_with_clear_criteria,Exposure Prophylaxis (PEP) and how and where to access them,blk_0129,"L227-228: Exposure Prophylaxis (PEP) and how and where to access them. The importance of, and facts about, regular testing and the role of stigma",stable,moderate,Factual knowledge about what PEP is and access procedures - propositional content
blk_0131_item_01,know,Type 1,rubric_with_clear_criteria,"The prevalence of STIs, the short and long term impact they can have on those who contract them and key facts about treatment.",blk_0131,L230: contract them and key facts about treatment.,stable,null,"Propositional knowledge - factual content about STI prevalence, impacts, and treatment facts that learners must hold"
blk_0134_item_01,know,Type 1,rubric_with_clear_criteria,How and where to seek support for concerns around sexual relationships including sexual violence or harms,blk_0134,L233: sexual violence or harms.,stable,null,Propositional knowledge about support resources and procedures - factual content that can be learned and assessed through knowledge check
blk_0136_item_01,know,Type 1,rubric_with_clear_criteria,Where to access confidential sexual and reproductive health advice and treatment,blk_0136,"L235-236: information and further advice, and where to access confidential sexual and reproductive health advice and treatment.",classification_unstable,null,Propositional knowledge about specific resources and access points - factual content that can be directly assessed
blk_0150_item_01,know,Type 1,rubric_with_clear_criteria,Factual information about the prevalence and characteristics of common types of mental ill health and more serious mental health conditions,blk_0150,L258-260: including carefully-presented factual information about the prevalence and characteristics of more serious mental health conditions. This should not be discussed in a way that encourages normal feelings to be labelled as mental health conditions.,stable,null,Propositional knowledge - factual content about prevalence and characteristics that learners must hold
blk_0155_item_01,know,Type 1,rubric_with_clear_criteria,"That gambling can lead to serious mental health harms, including anxiety, depression, and suicide, and that some gambling products are more likely to cause these harms than others",blk_0155,"L267-268: and suicide, and that some gambling products are more likely to cause these harms than others.",stable,null,Propositional knowledge about causal relationships between gambling and mental health outcomes - factual content to be understood
blk_0157_item_02,know,Type 1,rubric_with_clear_criteria,That stopping smoking can improve people's mental health and decrease anxiety.,blk_0157,"L270-273: that the relationship is bi-directional: mental health problems can increase the risk of alcohol/drug use, and alcohol/drug use can trigger mental health problems or exacerbate existing ones. That stopping smoking can improve people’s mental health and decrease anxiety.",classification_unstable,null,Factual knowledge about the effects of smoking cessation on mental health
blk_0167_item_01,know,Type 1,rubric_with_clear_criteria,"The risks related to online gambling and gambling-like content within gaming, including the accumulation of debt",blk_0167,L289: including the accumulation of debt.,stable,null,Propositional knowledge about specific risks and consequences - factual content about what risks exist and their effects
blk_0171_item_01,know,Type 1,rubric_with_clear_criteria,"The risks of illegal behaviours online, including drug and knife supply or the sale or purchasing of illicit drugs online",blk_0171,L294: purchasing of illicit drugs online.,stable,null,Propositional knowledge about specific risks and illegal activities - factual content that learners must hold
blk_0173_item_01,know,Type 1,rubric_with_clear_criteria,"The serious risks of viewing online content that promotes self-harm, suicide or violence",blk_0173,"L296-297: violence, including how to safely report this material and how to access support after viewing it.",classification_unstable,null,Propositional knowledge about risks - factual content that must be understood
blk_0183_item_01,know,Type 1,rubric_with_clear_criteria,"the links between a poor diet and health risks, including tooth decay, unhealthy weight gain, and cardiovascular disease",blk_0183,"L310: including tooth decay, unhealthy weight gain, and cardiovascular disease.",stable,null,propositional knowledge about causal relationships between diet and specific health outcomes - factual content to be understood
blk_0185_item_01,know,Type 1,rubric_with_clear_criteria,"The risks of unhealthy weight gain include increased risks of cancer, type 2 diabetes and cardiovascular disease",blk_0185,L312: and cardiovascular disease.,stable,null,Propositional knowledge about causal relationships between weight gain and health outcomes - factual content to be understood
blk_0190_item_01,know,Type 1,rubric_with_clear_criteria,"The facts about which drugs are illegal, the risks of taking illegal drugs, including the increased risk of potent synthetic drugs being added to illegal drugs, the risks of illicit vapes containing drugs, illicit drugs and counterfeit medicines, and the potential health harms, including the link to poor mental health",blk_0190,"L319-321: increased risk of potent synthetic drugs being added to illegal drugs, the risks of illicit vapes containing drugs, illicit drugs and counterfeit medicines, and the potential health harms, including the link to poor mental health.",stable,null,"Propositional knowledge - factual content about drug classifications, risks, and health consequences that learners must hold"
blk_0193_item_01,know,Type 1,rubric_with_clear_criteria,"What constitutes low risk alcohol consumption in adulthood, and the legal age of sale for alcohol in England",blk_0193,"L324-327: constitutes low risk alcohol consumption in adulthood, and the legal age of sale for alcohol in England. Understanding how to increase personal safety while drinking alcohol, including how to decrease the risks of having a drink spiked or of poisoning from potentially fatal substances such as methanol.",classification_unstable,null,Factual/propositional knowledge - specific definitions and legal facts that can be learned and recalled
blk_0195_item_01,know,Type 1,rubric_with_clear_criteria,alcohol dependency,blk_0195,L329: alcohol dependency.,stable,null,propositional knowledge about a specific condition that learners must understand as factual content
blk_0198_item_01,know,Type 1,rubric_with_clear_criteria,"The facts about the multiple serious harms from smoking tobacco (particularly the link to lung cancer and cardiovascular disease), the benefits of quitting and how to access support to do so",blk_0198,"L332-333: to lung cancer and cardiovascular disease), the benefits of quitting and how to access support to do so.",stable,null,"Propositional knowledge - factual content about health effects, benefits, and support resources that learners must hold"
blk_0200_item_01,know,Type 1,rubric_with_clear_criteria,"The facts about vaping, including the harms posed to young people, and the role that vapes can play in helping adult smokers to quit",blk_0200,L335: vapes can play in helping adult smokers to quit.,stable,null,Propositional knowledge about factual claims regarding vaping effects and uses - hard prerequisite sequence applies as these are specific facts to be learned
blk_0204_item_01,know,Type 1,rubric_with_clear_criteria,"treatment and prevention of infection, and about antibiotics",blk_0204,"L341: treatment and prevention of infection, and about antibiotics.",stable,null,propositional knowledge about medical facts and procedures that must be understood - hard prerequisite sequence exists for understanding infection treatment before prevention strategies
blk_0206_item_01,know,Type 1,rubric_with_clear_criteria,"Dental health and the benefits of good oral hygiene, including brushing teeth twice a day with fluoride toothpaste and cleaning between teeth, reducing consumption of sugar-containing food and drinks, and regular check-ups at the dentist",blk_0206,"L343-344: day with fluoride toothpaste and cleaning between teeth, reducing consumption of sugar-containing food and drinks, and regular check-ups at the dentist.",stable,null,Propositional knowledge about dental health practices and their benefits - factual content to be understood
blk_0210_item_01,know,Type 1,rubric_with_clear_criteria,the benefits of regular self-examination and screening,blk_0210,L348: self-examination and screening.,classification_unstable,null,propositional knowledge about health benefits - factual content to be understood
blk_0212_item_01,know,Type 1,rubric_with_clear_criteria,"The facts and scientific evidence relating to vaccination, immunisation and antimicrobial resistance",blk_0212,L350-351: resistance. The introduction of topics relating to vaccination and immunisation should be aligned with when vaccinations are offered to pupils.,stable,null,Propositional knowledge - factual and scientific content that learners must hold
blk_0214_item_01,know,Type 1,rubric_with_clear_criteria,screen-free time before bed and removing phones from the bedroom are important for good-quality sleep,blk_0214,"L353-354: screen-free time before bed and removing phones from the bedroom, and how a lack of sleep can affect weight, mood and ability to learn.",stable,null,propositional knowledge about sleep hygiene practices - factual content to be understood
blk_0216_item_01,know,Type 1,rubric_with_clear_criteria,"The importance of pre-conception health, including taking folic acid",blk_0216,"L356-358: importance of pre-conception health, including taking folic acid. The importance of pelvic floor health. Information on miscarriage and pregnancy loss, and how to access care and support.",stable,null,Propositional knowledge about health facts and recommendations - Type 1 factual content
blk_0216_item_02,know,Type 1,rubric_with_clear_criteria,The importance of pelvic floor health,blk_0216,"L356-358: importance of pre-conception health, including taking folic acid. The importance of pelvic floor health. Information on miscarriage and pregnancy loss, and how to access care and support.",stable,null,Propositional knowledge about health facts - Type 1 factual content
blk_0216_item_03,know,Type 1,rubric_with_clear_criteria,"Information on miscarriage and pregnancy loss, and how to access care and support",blk_0216,"L356-358: importance of pre-conception health, including taking folic acid. The importance of pelvic floor health. Information on miscarriage and pregnancy loss, and how to access care and support.",stable,null,Propositional knowledge about health information and support systems - Type 1 factual content
blk_0218_item_01,know,Type 1,rubric_with_clear_criteria,what a GP is; when to use A&E / minor injuries; accessing sexual health and family planning clinics; the role of local pharmacies; and how to seek help via local third sector partners which may have specialist services,blk_0218,L360-362: injuries; accessing sexual health and family planning clinics; the role of local pharmacies; and how to seek help via local third sector partners which may have specialist services.,classification_unstable,null,propositional knowledge about healthcare system components and their functions - factual content that can be learned and assessed through knowledge checks
blk_0220_item_01,know,Type 1,rubric_with_clear_criteria,"Before age 16, a child's parents will have responsibility for consenting to medical treatment on their behalf unless they are Gillick competent to take this decision for themselves",blk_0220,"L364-365: before this, a child’s parents will have responsibility for consenting to medical treatment on their behalf unless they are Gillick competent to take this decision for themselves.",stable,null,Propositional knowledge about legal framework - factual content about how medical consent works for minors
blk_0233_item_01,know,Type 1,rubric_with_clear_criteria,Carrying weapons is uncommon among young people,blk_0233,"L385-388: local context and avoid using fear as an educational tool. Children should be taught that carrying weapons is uncommon, and should not be scared into the perception that many young people are carrying knives (which can lead to the misconception that they need to carry a knife too).",stable,null,Propositional/factual content about statistical reality that learners must hold as knowledge
blk_0245_item_01,know,Type 1,rubric_with_clear_criteria,period problems such as premenstrual syndrome; heavy menstrual bleeding; endometriosis; and polycystic ovary syndrome (PCOS),blk_0245,L402-404: period problems such as premenstrual syndrome; heavy menstrual bleeding; endometriosis; and polycystic ovary syndrome (PCOS). When to seek help from healthcare professionals.,stable,null,propositional knowledge about medical conditions - factual content that must be understood
blk_0247_item_01,know,Type 1,rubric_with_clear_criteria,"the facts about reproductive health, including fertility and menopause, and the potential impact of lifestyle on fertility for men and women",blk_0247,L406: potential impact of lifestyle on fertility for men and women.,stable,null,propositional knowledge about biological facts and causal relationships that can be taught and assessed through knowledge checks
blk_0248_item_01,know,Type 1,rubric_with_clear_criteria,Cardiopulmonary Resuscitation is usually best taught after 12 years old,blk_0248,L407: 11 Cardiopulmonary Resuscitation is usually best taught after 12 years old.,stable,null,Propositional knowledge - factual claim about appropriate age for CPR instruction
---,,,,,,,,,
blk_0013_item_01,understand,Type 1,rubric_with_clear_criteria,"How families and relationships change over time, including through birth, death, separation and new relationships",blk_0013,L20: separation and new relationships.,stable,null,Propositional knowledge about family lifecycle patterns and relationship transitions - factual/conceptual content about how the world works
blk_0015_item_02,understand,Type 1,rubric_with_clear_criteria,the importance of the early years of a child's life for brain development,blk_0015,L22-23: characteristics of successful parenting and the importance of the early years of a child’s life for brain development.,stable,null,conceptual understanding of causal relationship between early years and brain development
blk_0021_item_01,understand,Type 1,rubric_with_clear_criteria,"The role of consent, trust, mutual respect, honesty, kindness, loyalty, shared interests and outlooks, generosity, boundaries, tolerance, privacy, and the management of conflict, reconciliation and ending relationships in romantic relationships",blk_0021,"L33-36: romantic relationships. For example, pupils should understand the role of consent, trust, mutual respect, honesty, kindness, loyalty, shared interests and outlooks, generosity, boundaries, tolerance, privacy, and the management of conflict, reconciliation and ending relationships.",stable,null,Propositional knowledge about how relationship elements function - conceptual understanding that can be assessed through explanation of roles and connections
blk_0023_item_02,understand,Type 1,rubric_with_clear_criteria,"understand the legal rights and responsibilities regarding equality, and that everyone is unique and equal",blk_0023,"L38-40: respect, including in public spaces and including strangers. Pupils should understand the legal rights and responsibilities regarding equality, and that everyone is unique and equal.",stable,null,propositional knowledge - conceptual understanding of legal frameworks and equality principles that must be grasped
blk_0025_item_01,understand,Type 1,rubric_with_clear_criteria,"The importance of self-esteem, independence and having a positive relationship with oneself, and how these characteristics support healthy relationships with others",blk_0025,"L42-44: oneself, and how these characteristics support healthy relationships with others. This includes developing one’s own interests, hobbies, friendship groups, and skills. Pupils should understand what it means to be treated with respect by others.",stable,null,Propositional knowledge about causal relationships - how self-esteem and independence affect relationship quality
blk_0025_item_03,understand,Type 1,rubric_with_clear_criteria,What it means to be treated with respect by others,blk_0025,"L42-44: oneself, and how these characteristics support healthy relationships with others. This includes developing one’s own interests, hobbies, friendship groups, and skills. Pupils should understand what it means to be treated with respect by others.",stable,null,Propositional knowledge - conceptual understanding of respectful treatment
blk_0030_item_02,understand,Type 1,rubric_with_clear_criteria,The impact of bullying,blk_0030,L50: responsibilities of bystanders to report bullying and how and where to get help.,classification_unstable,null,Conceptual understanding of causal relationships and consequences - builds on knowing what bullying is
blk_0034_item_01,understand,Type 1,rubric_with_clear_criteria,"understand that ethical behaviour goes beyond consent and involves kindness, care, attention to the needs and vulnerabilities of the other person, as well as an awareness of power dynamics",blk_0034,"L54-57: understand that ethical behaviour goes beyond consent and involves kindness, care, attention to the needs and vulnerabilities of the other person, as well as an awareness of power dynamics. Pupils should understand that just because someone says yes to doing something, that doesn’t automatically make it ethically ok.",stable,null,propositional knowledge about the components and nature of ethical behaviour - a conceptual understanding that can be assessed through explanation
blk_0034_item_02,understand,Type 1,rubric_with_clear_criteria,"understand that just because someone says yes to doing something, that doesn't automatically make it ethically ok",blk_0034,"L54-57: understand that ethical behaviour goes beyond consent and involves kindness, care, attention to the needs and vulnerabilities of the other person, as well as an awareness of power dynamics. Pupils should understand that just because someone says yes to doing something, that doesn’t automatically make it ethically ok.",stable,null,propositional knowledge about the relationship between consent and ethical acceptability - a conceptual principle that can be assessed through explanation
blk_0036_item_01,understand,Type 1,rubric_with_clear_criteria,"How stereotypes, in particular stereotypes based on sex, gender reassignment, race, religion, sexual orientation or disability, can cause damage (e.g. how they might normalise non-consensual behaviour or encourage prejudice)",blk_0036,"L59-61: religion, sexual orientation or disability, can cause damage (e.g. how they might normalise non-consensual behaviour or encourage prejudice). Pupils should be equipped to recognise misogyny and other forms of prejudice.",stable,null,Propositional knowledge about causal relationships - how stereotypes function and their harmful effects
blk_0038_item_01,understand,Type 1,rubric_with_clear_criteria,"How inequalities of power can impact behaviour within relationships, including sexual relationships. For example, how people who are disempowered can feel they are not entitled to be treated with respect by others or how those who enjoy an unequal amount of power might, with or without realising it, impose their preferences on others.",blk_0038,"L63-65: relationships. For example, how people who are disempowered can feel they are not entitled to be treated with respect by others or how those who enjoy an unequal amount of power might, with or without realising it, impose their preferences on others.",stable,null,Propositional knowledge about how power dynamics function in relationships - a conceptual understanding of causal mechanisms that can be taught and assessed through explanation
