item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0104_item_01,know,Type 1,rubric_with_clear_criteria,The underlying causes of the Seven Years' War,blk_0104,L350-351: • What were the underlying causes of the Seven Years’ War? Why is that war seen as a turning point in North American history?,stable,null,This is a propositional knowledge claim about historical fact — the learner must know what the underlying causes were. Decision tree Step 1: hard prerequisite sequence exists (understanding causes precedes analysing their significance). Type 1 know.
blk_0106_item_01,know,Type 1,rubric_with_clear_criteria,"Key treaties of relevance to Indigenous people during this period, including wampum belts exchanged, such as the Covenant Chain (1677–1755).",blk_0106,"L354-356: A3.2 identify a few key treaties of relevance to Indigenous people during this period, including wampum belts exchanged, and explain the significance of some of these agreements for different people and communities in Canada (e.g., with reference to the Covenant Chain, 1677–1755; the Treaty of",classification_unstable,mild,"Step 0.1: This is propositional content — factual knowledge of specific historical treaties and agreements. The learner must hold this knowledge to complete the task. No hard prerequisite sequence is stated, but the content is factual and assessable via knowledge check or identification task. Type 1 Know."
blk_0107_item_01,know,Type 1,rubric_with_clear_criteria,"Portsmouth, 1713; the Peace and Friendship Treaties, 1713–60; the Treaty of Niagara and the Covenant",blk_0107,"L357: Portsmouth, 1713; the Peace and Friendship Treaties, 1713–60; the Treaty of Niagara and the Covenant",stable,null,"This is a list of historical events and treaties — propositional factual content. The learner is expected to know these events exist, when they occurred, and their names. This is Type 1 hierarchical knowledge: foundational factual content that must be held before deeper analysis of their causes, consequences, or significance can occur. No sustained orientation or occasion-triggered analytical skill is described; the content is a naming and dating of historical referents."
blk_0110_item_01,know,Type 1,rubric_with_clear_criteria,The parties to the Treaty of Niagara and the 1760 Treaty of Peace and Friendship,blk_0110,L362-364: Teacher supports Sample Questions • Who were the parties to the Treaty of Niagara or the 1760 Treaty of Peace and Friendship?,stable,null,This is a factual/propositional question asking for identification of historical actors and entities involved in specific treaties. It requires learners to hold and recall propositional knowledge about who the parties were. This is Type 1 hierarchical knowledge — a foundational fact that may support later historical analysis but is itself a discrete piece of historical content assessable through knowledge check or identification task.
blk_0112_item_01,know,Type 1,rubric_with_clear_criteria,Who were treaty people in eighteenth-century Canada,blk_0112,L367-368: • Who were treaty people in eighteenth-century Canada? What did it mean to be a treaty person at that time?,classification_unstable,null,"This is a factual/propositional question asking for identification and description of a historical group. It requires learners to hold propositional knowledge about the identity, roles, and characteristics of treaty people in a specific historical context. Decision-tree branch 1: hard prerequisite sequence of historical facts that must be understood before analysing their significance or consequences."
blk_0113_item_01,know,Type 1,rubric_with_clear_criteria,The Treaty of Paris (1763) ended the Seven Years' War.,blk_0113,L369-370: • What treaty brought the Seven Years’ War to an end? What were the main stipulations in this treaty? How did the treaty affect Indigenous individuals and communities?,stable,null,Factual propositional knowledge with a fixed answer. This is a historical fact that learners must hold — a prerequisite for understanding the consequences of the war. Decision-tree branch 1: hard prerequisite sequence (understanding what treaty ended the war is foundational to understanding its stipulations and effects).
blk_0113_item_02,know,Type 1,rubric_with_clear_criteria,"The main stipulations of the Treaty of Paris (1763), including territorial transfers, recognition of British sovereignty in North America, and provisions affecting French colonial holdings.",blk_0113,L369-370: • What treaty brought the Seven Years’ War to an end? What were the main stipulations in this treaty? How did the treaty affect Indigenous individuals and communities?,stable,null,Factual propositional content with clear criteria for correctness. Learners must hold specific knowledge of what the treaty stipulated. Decision-tree branch 1: hierarchical knowledge — these facts are prerequisites for understanding historical consequences.
blk_0114_item_01,know,Type 1,rubric_with_clear_criteria,"Key political and legal changes that occurred in and/or affected Canada during this period, including the Royal Proclamation (1763), the Treaty of Utrecht (1713), and the Quebec Act (1774)",blk_0114,"L371-372: A3.3 identify key political and legal changes that occurred in and/or affected Canada during this period (e.g., the Royal Proclamation, 1763; the Treaty of Utrecht, 1713; the Quebec Act, 1774; the",stable,null,This content describes propositional knowledge — specific historical facts and events that learners must know and be able to identify. The decision tree routes to Type 1 at step 1: there is a fixed body of factual content (named documents and dates) that must be understood before learners can engage in historical analysis. Assessment is via knowledge test or rubric with clear criteria for accurate identification and recall.
blk_0115_item_01,know,Type 1,rubric_with_clear_criteria,"The Constitutional Act, 1791 and the changes it introduced to governance and policy in British North America.",blk_0115,"L373-377: Constitutional Act, 1791), and explain the impact of some of these changes on various individuals, groups, and/or communities, including First Nations, Métis, and Inuit individuals and/or communities Teacher supports Sample Questions • In what ways was the Quebec Act a departure from earlier policy? What impact did it have?",classification_unstable,mild,Decision-tree branch 1: This is propositional historical content — facts about a specific legislative act and its provisions. It is a prerequisite concept that must be understood before learners can explain its impact. Type 1 know.
blk_0116_item_01,know,Type 1,rubric_with_clear_criteria,The Constitutional Act of 1791 was implemented and had impacts on French and English Canada and on Indigenous people,blk_0116,L378-379: • Why was the Constitutional Act of 1791 implemented? What impact did this act have on French and English Canada? What impact did it have on Indigenous people?,stable,null,"This block contains propositional/factual content about a historical event and its consequences. The questions prompt learners to identify and understand the causes and effects of the Constitutional Act of 1791. This is Type 1 hierarchical knowledge — factual and causal claims about what happened and why — assessable through knowledge checks or explanation tasks. The questions themselves are pedagogical prompts, not the content to be learned."
blk_0117_item_01,know,Type 1,rubric_with_clear_criteria,Key provisions from the Royal Proclamation of 1763 that addressed the issue of title to Indigenous land,blk_0117,L380-381: • What key provisions from the Royal Proclamation of 1763 addressed the issue of title to Indigenous land?,stable,null,"This is a factual/propositional content item. The source asks learners to identify and know specific historical provisions from a named document. This is propositional knowledge with a fixed, verifiable answer set — a Type 1 item assessable via knowledge test or rubric with clear criteria for accuracy and completeness of the provisions identified."
blk_0118_item_01,know,Type 1,rubric_with_clear_criteria,"Key social and economic changes that occurred in and/or affected Canada during this period, including fur trade competition between the North West Company and the Hudson's Bay Company",blk_0118,"L382-383: A3.4 identify key social and economic changes that occurred in and/or affected Canada during this period (e.g., fur trade competition between the North West Company and the Hudson’s Bay Company,",stable,null,"This is a propositional knowledge expectation. The learner must identify and hold factual/conceptual knowledge of specific historical changes and events. This is Type 1 hierarchical knowledge — the facts about these changes are discrete propositional content assessable via knowledge test or rubric with clear criteria. The verb 'identify' signals retrieval and recognition of established historical content, not occasion-triggered analysis or sustained orientation."
blk_0119_item_01,know,Type 1,rubric_with_clear_criteria,"Loyalist settlement, growth in agriculture, growth in the timber industry, and the ethnogenesis of the Métis as historical developments during this period",blk_0119,"L384-389: Loyalist settlement, growth in agriculture and in the timber industry, the ethnogenesis of the Métis), and explain the impact of some of these changes on various individuals, groups, and/or communities, including First Nations, Métis, and/or Inuit individuals and communities Teacher supports Sample Questions • What were some factors during this time that had an impact on the ethnogenesis of the Métis?",classification_unstable,mild,Decision-tree branch 1: These are propositional/factual content — specific historical events and processes the learner must hold as knowledge. They are prerequisites to the analytical task that follows and have a canonical historical sequence. Type 1 Know.
blk_0120_item_01,know,Type 1,rubric_with_clear_criteria,What the North West Company was,blk_0120,L390-392: • What was the North West Company? How did its establishment change the fur trade? What impact did these changes have on First Nations and Métis people and on French and British traders?,classification_unstable,null,"Factual propositional content: learner must hold knowledge of the North West Company's identity, structure, and role. This is a prerequisite fact required before engaging with causal or analytical questions about its impact."
blk_0121_item_01,know,Type 1,rubric_with_clear_criteria,The term 'country wives' and the historical actors and relationships it denotes in the fur trade context.,blk_0121,L393-394: • To whom does the term “country wives” refer? What impact did the policies of different fur trade companies have on the role of “country wives”?,stable,null,"This is a factual/propositional knowledge item. The block asks learners to identify whom the term refers to — a straightforward definitional and contextual knowledge requirement. Decision-tree branch 1: hard prerequisite sequence exists (must know what 'country wives' means before analysing their role). Type 1, know."
blk_0124_item_01,know,Type 1,rubric_with_clear_criteria,"Significant aspects of daily life in various First Nations, Métis, and Inuit communities in Canada during this period, including housing, clothing, transportation, size of families, gender roles, kinship ties, beliefs and values, celebrations, ceremonies and rituals, and spiritual life.",blk_0124,"L399-405: A3.5 describe some significant aspects of daily life in various First Nations, Métis, and Inuit communities in Canada during this period (e.g., with reference to housing, clothing, transportation, size of families, gender roles, kinship ties, beliefs and values, celebrations, ceremonies and rituals, spiritual life) Teacher supports Sample Questions • How did Indigenous peoples’ traditional knowledge of and their relationship with the land and water affect aspects of daily life in their communities?",stable,null,"This is propositional content — factual and conceptual knowledge about historical communities that learners must hold and be able to recall and describe. It has a fixed, canonical body of content to be learned. Decision tree branch 1: hard prerequisite sequence exists (understanding one aspect of daily life may inform understanding of others, but the content itself is propositional and hierarchically organised). Assessment is via rubric with clear criteria applied to descriptions of these aspects."
blk_0127_item_01,know,Type 1,rubric_with_clear_criteria,"Significant aspects of daily life of different newcomer and settler groups living in Canada during this period, including seigneurs and habitants in New France and migrant fishers.",blk_0127,"L409-410: A3.6 describe some significant aspects of daily life of different newcomer/settler groups living in Canada during this period (e.g., with reference to seigneurs and habitants in New France; migrant fishers in",stable,mild,"Step 0, Branch 1: This is propositional content — factual knowledge about historical groups and their daily-life circumstances. It does not describe a sustained orientation (Type 3), nor does it describe an occasion-triggered analytical skill (Type 2). It is declarative historical knowledge to be learned and recalled. The verb 'describe' signals that learners must know and be able to articulate these facts. Type 1, know, rubric_with_clear_criteria."
blk_0130_item_01,know,Type 1,rubric_with_clear_criteria,"The day-to-day responsibilities of men, women, and children in a rural family in early Upper Canada",blk_0130,"L419-420: • What were the day-to-day responsibilities of men, women, and children in a rural family in early Upper Canada?",stable,null,"This is a factual/propositional inquiry question asking learners to acquire knowledge of historical content — specific information about domestic labour roles and family responsibilities in a particular time and place. It does not invoke a FOCUS ON concept explicitly, nor does it describe a sustained orientation or occasion-triggered analytical skill. It is a straightforward content knowledge item assessable through knowledge checks, written explanations, or rubrics with clear criteria for accuracy and completeness of historical detail."
blk_0132_item_01,know,Type 1,rubric_with_clear_criteria,"Identify the roles and functions of the Catholic Church, Protestant churches, and French and British colonial administrations in the lives of English colonists, Acadians, Planters, Loyalists, and enslaved people in early North America.",blk_0132,"L423-428: English colonists, Acadians, Planters, Loyalists, slaves; the functions of, and interactions of people with, the Catholic Church, Protestant churches, and/or the French and British colonial administrations) Teacher supports Sample Questions • What role did the Catholic Church play in the lives of colonists in New France? What roles did the Catholic and Protestant churches play in the lives of First Nations and Métis people?",stable,mild,"The sample questions ('What role did the Catholic Church play...?', 'What roles did the Catholic and Protestant churches play...?') call for factual and propositional knowledge about historical institutions and their functions. This is Type 1 propositional content assessable via knowledge check or explanation task."
blk_0135_item_01,know,Type 1,rubric_with_clear_criteria,What rivalries and alliances existed among Indigenous nations,blk_0135,L431: • What rivalries and alliances existed among Indigenous nations? Why were they significant?,stable,null,This is a factual/propositional question asking the learner to identify and hold knowledge of specific historical relationships and groupings among Indigenous nations. It requires recall and comprehension of historical content — a Type 1 knowledge item assessable through knowledge checks or explanation tasks.
blk_0141_item_01,know,Type 1,rubric_with_clear_criteria,Identify some significant individuals and groups in Canada during this period,blk_0141,"L439: A3.8 identify some significant individuals and groups in Canada during this period (e.g., Marie-Josèphe",stable,null,This is a propositional knowledge task requiring learners to recall and name specific historical figures and groups. It is a factual/knowledge-based expectation with a clear prerequisite sequence: learners must first encounter and retain information about these individuals and groups before they can identify them. Decision-tree branch 1 applies: hard prerequisite sequence for propositional knowledge.
blk_0143_item_01,know,Type 1,rubric_with_clear_criteria,"Identify and name key historical figures and groups in early Canadian history: Pontiac, Elizabeth Simcoe, John Graves Simcoe, Thanadelthur, trappers and fur traders, Métis 'country wives', missionaries, explorers, Loyalists, habitants.",blk_0143,"L441-446: Pontiac, Elizabeth Simcoe, John Graves Simcoe, Thanadelthur; trappers and fur traders, Métis “country wives”, missionaries, explorers, Loyalists, habitants), and explain their contribution to Canadian heritage and/or identities Teacher supports Sample Questions • What role did Métis people play in the fur trade?",classification_unstable,mild,Propositional knowledge of specific historical actors and groups. This is factual content with a fixed referent; learners must hold these names and categories in memory. Decision tree branch 1: hard prerequisite sequence — knowing who these figures and groups were is foundational to explaining their contributions.
blk_0144_item_01,know,Type 1,rubric_with_clear_criteria,Who Marie-Josèphe Angélique was and the key events and circumstances of her life and times,blk_0144,L447: • Who was Marie-Josèphe Angélique? What does her story tell us about Canada in this period?,classification_unstable,mild,"The first question 'Who was Marie-Josèphe Angélique?' calls for propositional knowledge about a historical figure — facts, biographical details, and contextual information that must be learned and can be tested. This is Type 1 hierarchical knowledge: foundational factual content that must be understood before the learner can interpret her significance."
blk_0146_item_01,know,Type 1,rubric_with_clear_criteria,Who Thanadelthur was and what her contributions to Canada were.,blk_0146,L449: • Who was Thanadelthur? What were her contributions to Canada?,stable,mild,"Step 0, Branch 1: This is propositional historical content — factual knowledge about a specific historical figure and her documented actions and influence. It has no hard prerequisite chain within this block, but it is foundational factual content that learners must hold. Assessed via knowledge test or explanation rubric."
blk_0153_item_02,know,Type 1,rubric_with_clear_criteria,"Identify and describe social and political values and significant aspects of life in specific historical contexts in Canada between 1800 and 1850, including ways of life in British and French forts, in new settlements in the bush, on First Nations reserves, living conditions for different classes in industrializing cities, and attitudes towards Irish immigrants and African communities.",blk_0153,"L461-464: B1.1 analyse social and political values and significant aspects of life for some different groups and communities, including First Nations, Métis, and Inuit communities, in Canada between 1800 and 1850 (e.g., ways of life in British and French forts, in new settlements in the bush, on First Nations reserves; living conditions for different classes in industrializing cities; attitudes towards Irish immigrants, African",classification_unstable,mild,"The block specifies historical content domains and contexts that learners must know and be able to describe. These are propositional facts and descriptive knowledge about historical communities, settlements, and conditions. Decision-tree branch 1: propositional knowledge with clear content boundaries, assessable via knowledge test or explanation task."
blk_0160_item_01,know,Type 1,rubric_with_clear_criteria,The historical meaning European settlers assigned to the word 'frontier' when describing the West,blk_0160,L480: • What did European settlers mean when they used the word “frontier“ to describe the West?,stable,null,"This is a propositional/factual question asking learners to know a specific historical definition and its usage context. It requires understanding what the term meant to a particular group at a particular time — a factual claim about language and historical actors' intent. This is Type 1 hierarchical knowledge (a fact to be learned and retained), not a sustained orientation or occasion-triggered skill. It does not invoke a FOCUS ON concept directly; it is domain-specific historical content."
blk_0163_item_01,know,Type 1,rubric_with_clear_criteria,"Historical contexts and conditions affecting First Nations, Métis, and Inuit individuals and communities in Canada between 1800 and 1850, including war with the United States, industrialization, poor wages and working conditions, rigid class structure, limited political rights, discrimination and segregation, religious conflict, limited access to education, influx of new immigrants, epidemics, transportation challenges, and harshness of life in new settlements in the West.",blk_0163,"L484-488: Nations, Métis, and Inuit individuals and/or communities, in Canada between 1800 and 1850 (e.g., war with the United States, industrialization, poor wages and working conditions, rigid class structure, limited political rights, discrimination and segregation, religious conflict, limited access to education, influx of new immigrants, epidemics, transportation challenges, harshness of life in new settlements in the West, 258",stable,mild,"Step 0, Branch 1: This is a list of factual/historical content — specific events, conditions, and circumstances — that learners are expected to hold as propositional knowledge. No prerequisite chain is stated, but the content is foundational factual material about a historical period. Classified as Type 1 know, assessable via knowledge test or rubric with clear criteria for recall and recognition of these contexts."
blk_0164_item_01,know,Type 1,rubric_with_clear_criteria,"Challenges faced by new immigrants on arriving in Canada, including appropriation of First Nations, Métis, and Inuit land and resources by European settler communities.",blk_0164,"L490-497: continuing appropriation of First Nations, Métis, and Inuit land and resources by European settler communities) and ways in which people responded to those challenges (e.g., strikes, rebellion, resistance, legislation to expand access to education, treaties, construction of canals, mutual aid societies, work bees, quarantining immigrants) Teacher supports Sample Questions • What were some of the challenges new immigrants faced on arriving in Canada? What were some responses to those challenges?",classification_unstable,null,Propositional factual content about historical conditions and events. This is declarative knowledge of what challenges existed — a factual claim assessable via knowledge check or explanation task. Decision-tree branch 1: hard prerequisite sequence exists (understanding these challenges is foundational to understanding subsequent responses and historical context).
blk_0164_item_02,know,Type 1,rubric_with_clear_criteria,"Ways in which people responded to those challenges: strikes, rebellion, resistance, legislation to expand access to education, treaties, construction of canals, mutual aid societies, work bees, quarantining immigrants.",blk_0164,"L490-497: continuing appropriation of First Nations, Métis, and Inuit land and resources by European settler communities) and ways in which people responded to those challenges (e.g., strikes, rebellion, resistance, legislation to expand access to education, treaties, construction of canals, mutual aid societies, work bees, quarantining immigrants) Teacher supports Sample Questions • What were some of the challenges new immigrants faced on arriving in Canada? What were some responses to those challenges?",classification_unstable,null,Propositional factual content about historical responses and actions. This is declarative knowledge of what responses occurred — a factual claim assessable via knowledge check or explanation task. Decision-tree branch 1: these facts build on understanding of the challenges themselves.
blk_0165_item_01,know,Type 1,rubric_with_clear_criteria,Methods used by Reformers and Patriotes in their quest for political change,blk_0165,L498-499: • What were some of the methods used by Reformers and Patriotes in their quest for political change?,stable,null,"This is a factual/propositional content block asking learners to identify and recall specific historical methods. It does not describe a sustained orientation, analytical reasoning across multiple lenses, or occasion-triggered skill. It is a straightforward knowledge question about what methods existed and were employed. Decision-tree branch 1: hard prerequisite sequence exists (understanding the context of Reformers and Patriotes precedes understanding their specific methods). Type 1 know."
blk_0170_item_01,know,Type 1,rubric_with_clear_criteria,"Irish immigration to Canada in the 1840s, including reasons for emigration (seeking land, religious freedom, work), conditions aboard ship, and experiences upon arrival in Canada.",blk_0170,"L508-514: First Nations and Métis territory due to increasing encroachment and settlement by colonists; from immigration of Europeans seeking land, religious freedom, and/or work) and how some of these groups dealt with their displacement Teacher supports Sample Questions • Why did so many Irish immigrants come to Canada in the 1840s? What was their experience aboard ship and upon arrival in Canada? How did people already living in Canada react to them?",classification_unstable,mild,"Propositional historical content. The source names specific facts and events (Irish immigration, conditions, reasons) that learners are expected to know and be able to explain. This is Type 1 factual/conceptual knowledge assessable via knowledge check or explanation task."
blk_0170_item_02,know,Type 1,rubric_with_clear_criteria,Displacement of First Nations and Métis peoples resulting from increasing encroachment and settlement by colonists and European immigrants seeking land.,blk_0170,"L508-514: First Nations and Métis territory due to increasing encroachment and settlement by colonists; from immigration of Europeans seeking land, religious freedom, and/or work) and how some of these groups dealt with their displacement Teacher supports Sample Questions • Why did so many Irish immigrants come to Canada in the 1840s? What was their experience aboard ship and upon arrival in Canada? How did people already living in Canada react to them?",classification_unstable,mild,Propositional historical content. The source names a causal relationship (colonist/immigrant settlement → displacement of Indigenous peoples) that learners are expected to understand as a historical fact. Type 1 conceptual knowledge assessable via explanation or knowledge check.
blk_0193_item_01,know,Type 1,rubric_with_clear_criteria,"Significant events, developments, and issues that affected Canada and/or people in Canada during this period, including major battles of the War of 1812, and their spatial boundaries and locations.",blk_0193,"L577-579: B2.4 analyse and construct maps as part of their investigations into some significant events, developments, and/or issues that affected Canada and/or people in Canada during this period, with a focus on exploring their spatial boundaries (e.g., locate major battles of the War of 1812 or of the",classification_unstable,mild,"Propositional content: specific historical facts and events the learner must know and be able to locate. This is factual knowledge with a fixed referent (the War of 1812, its major battles, their locations). Decision-tree branch 1: hard prerequisite — learners cannot analyse spatial boundaries of events they do not know occurred or where they occurred."
blk_0194_item_01,know,Type 1,rubric_with_clear_criteria,The Rebellions of 1837–38 and their historical context,blk_0194,L580-585: Rebellions of 1837–38; construct flow maps to show where famine Irish were displaced from and where they settled in Canada; analyse demographic maps to determine settlement patterns in Upper Canada and how they affected First Nations and Métis people in the colony) Teacher supports Sample Questions • What types of maps might you use to gather information on immigrants entering Canada?,classification_unstable,mild,"Propositional historical content — a specific event and period the learner is expected to know. Decision tree branch 1: hard prerequisite sequence (understanding the Rebellions is foundational to analysing their causes, consequences, and displacement patterns)."
blk_0199_item_01,know,Type 1,rubric_with_clear_criteria,Know the Durham Report as a historical document and its content.,blk_0199,"L592-597: Durham Report; analyse the content of selected paintings to determine the perspectives that are presented and the perspectives that are missing; use a graphic organizer to help them determine similarities and differences in the perspective of various groups, communities, and/or individuals, including Indigenous communities and individuals, on life outside colonial towns/cities; use graphs to help them determine the increase in immigrants to the various colonies in British North America) 261",stable,mild,"The Durham Report is a specific historical text/artefact. Learners must hold factual knowledge of what it is and what it contains. This is propositional content (Type 1), assessable via knowledge check or explanation task."
blk_0210_item_01,know,Type 1,rubric_with_clear_criteria,"Know the meaning and historical context of vocabulary: immigrant, rebels, famine, Loyalist, Reformer, Patriote, British North America, Upper Canada, Lower Canada, Family",blk_0210,"L621-622: B2.7 communicate the results of their inquiries using appropriate vocabulary (e.g., immigrant, rebels, famine, Loyalist, Reformer, Patriote, British North America, Upper Canada, Lower Canada, Family",classification_unstable,mild,"Decision-tree branch 1: This is propositional/factual content — specific vocabulary terms with historical referents that must be understood before they can be deployed in communication. These are prerequisite concepts, not occasion-triggered skills or sustained orientations. Assessed via knowledge test or definition task with clear criteria."
blk_0223_item_01,know,Type 1,rubric_with_clear_criteria,Tecumseh's reasons for supporting the British in the War of 1812,blk_0223,L652: • Why did Tecumseh support the British in the War of 1812?,classification_unstable,null,"This is a factual/propositional question about a specific historical event and actor's motivations. It asks for knowledge of a particular historical fact — why Tecumseh made a specific decision. This is Type 1 hierarchical knowledge: learners must know the historical context and facts about Tecumseh's alliance before they can reason about causation or perspective. The question itself is a prompt that surfaces the need for this propositional knowledge, but the knowledge itself is not occasion-triggered; it is foundational content to be learned and retained."
